x;y;z
0.148719;0.177111;-0.0255061
0.925556;0.715384;0.347286
0.819797;0.952012;-0.0351439
-0.71492;-0.930191;-0.0862471
-0.054526;0.464103;-0.0614898
0.749303;0.451099;0.0267358
0.13259;-0.514335;-0.00267192
-1.50152;-0.715207;-0.0529474
0.281841;1.27174;0.359277
-0.582261;0.343242;-0.0695412
-0.151747;-0.474662;-0.0540144
-0.879691;0.468481;0.1135
-1.05547;0.100772;0.0146424
0.657439;0.516396;0.082921
-0.970322;-0.319522;-0.0939026
-1.08403;-0.315763;-0.0857648
0.818055;0.363623;0.00324386
0.690869;0.531702;-0.0326572
-0.692504;-0.178534;-0.0891401
1.00007;0.465574;0.00379485
0.605658;-1.19215;-0.00712243
-0.969307;-0.252488;0.0132001
0.340523;-0.443428;0.0618188
1.59772;0.191887;0.0628271
-0.127649;0.433376;0.0954056
1.00358;0.402096;0.0854139
-0.310848;-0.621284;0.0814573
-0.036218;-0.983672;0.0760091
1.39598;-0.524461;-0.0795896
-0.309732;-1.00159;0.00668996
-0.726422;0.339021;0.0352057
-1.99365;0.214615;-0.0843741
-0.7627;-0.00457645;-0.0406992
-0.089743;-0.958932;0.0306839
0.563097;0.437122;-0.0276953
0.190489;0.984125;0.0910871
0.470797;0.879817;-0.00321221
0.426627;-0.510887;0.00529257
1.30955;-1.35216;-0.036018
-0.115787;-0.923917;0.0532029
0.0167045;0.213418;-0.0948442
0.452944;1.07487;-0.0671738
-1.01847;-0.300355;-0.0592044
-0.0283904;-1.03158;0.0506054
0.951511;0.69414;-0.00727526
-0.766787;-0.0855194;-0.186296
0.134408;1.12275;0.0690088
-0.649908;-0.624621;-0.0580771
-0.931572;-0.395138;-0.0832365
-0.939469;0.193968;-0.00235235
0.965972;-0.0750496;0.00357642
-0.0294676;0.463702;-0.0813151
-0.0126623;1.91738;-0.0261596
2.11665;-0.483331;-0.121799
1.08623;-3.26582;0.470709
-0.959918;-0.328162;0.0371887
-0.0971485;-1.00189;-0.079484
-0.633031;-0.563527;-0.0413009
0.641433;-0.719145;-0.00531752
-0.63378;1.18413;-0.244103
0.805751;0.0352136;0.0423503
0.409549;0.870768;-0.182333
-1.03852;-0.739252;-0.0915868
-1.06304;-0.655764;0.035199
-0.622858;-0.936752;-0.0121438
0.236083;1.01256;0.0198083
0.0076477;-1.01087;0.00531191
0.471339;0.899368;0.00137951
-0.115142;1.09243;0.00766854
-0.0817196;1.21531;0.0011212
-1.25198;-0.418258;0.0368485
1.07295;-0.641551;-0.0187309
