x;y;z
0.456799;1.25233;-0.150896
2.90817;2.9403;1.80312
2.46723;3.26228;-0.0451069
-1.98116;-2.63217;-0.348541
-0.992527;2.12003;-0.684742
2.96114;3.06779;-0.222734
0.720888;-2.17124;0.117867
-6.18016;-4.03044;0.265232
1.65232;4.8715;1.06562
-2.82307;0.501136;-0.238513
-0.0354799;-2.068;-0.0811909
-4.35844;1.08962;0.500096
-3.54955;-1.39111;-0.100508
2.78795;2.84443;-0.0487668
-2.68319;-4.30933;0.0907235
-3.19088;-1.70303;-0.156623
2.438;2.85795;-0.0255577
2.57688;1.90743;0.430235
-3.21079;-1.7835;-0.14728
2.51097;2.15702;-0.0278246
3.29713;-4.51682;-0.0272527
-3.41441;-1.61927;-0.295646
0.574638;-1.68838;0.0669569
6.12771;0.904386;0.224626
-4.71297;10.1895;0.750047
2.41755;2.03271;0.230906
-1.03728;-2.72531;-0.0630413
0.728883;-2.88599;0.0347206
6.47946;-1.07859;-0.299631
0.254924;-2.46472;0.105301
-3.95733;-0.581437;-0.227236
-10.6766;0.5383;-0.481585
-3.24949;-1.79429;-0.103643
1.17047;-3.88569;-0.141935
2.30874;2.28713;0.315962
0.0262466;3.6925;1.48413
-0.32679;4.91435;-0.0988128
1.09232;-1.28356;-0.0581689
12.2873;-11.2424;-0.583195
1.17588;-3.85966;-0.181326
-1.70519;0.201206;-0.584016
0.7864;4.52293;-0.240083
-3.18612;-1.70108;-0.18422
0.83279;-2.77378;0.160748
2.36563;3.79778;-0.0788186
-3.19788;-1.8298;-0.164616
-1.25171;4.67017;-1.53509
-1.02277;-2.66227;-0.026944
-2.7299;-1.85329;-0.0951403
-3.69346;-1.77128;-0.0821674
2.87338;2.2088;0.0198155
-0.950598;1.52723;0.35565
-1.81931;7.41587;-0.0164472
10.9612;-0.0244545;-0.673407
6.95016;-14.2673;2.34796
-5.42298;0.706232;-1.05625
1.42634;-3.26002;0.564029
-0.977162;-2.78897;-0.151785
2.85437;-0.477328;0.00700719
-1.35372;7.52895;-0.637594
2.35791;2.87004;0.38429
-0.240659;4.08137;-0.0901923
-2.21393;-3.08227;0.107454
-1.94;-2.81108;-0.449943
0.272905;-3.37682;-0.326538
-1.67039;3.36921;0.365764
0.83737;-2.7973;0.135321
-0.243716;3.5216;-0.428069
-1.70781;2.67394;0.0398259
-2.36871;2.45655;0.103136
-2.07191;-3.21336;-0.355892
3.70259;0.621713;-0.0595812
