x;y;z
0.436951;1.17672;-0.143139
2.77792;2.79158;1.71497
2.3441;3.12225;-0.0496688
-1.92768;-2.50637;-0.350657
-0.927764;2.00773;-0.651386
2.81632;2.90244;-0.232117
0.689053;-2.05428;0.108736
-5.86446;-3.80602;0.243793
1.56065;4.63278;1.02345
-2.67109;0.497671;-0.228223
-0.0472272;-1.94773;-0.0848165
-4.12624;1.05361;0.477193
-3.40638;-1.25507;-0.0811272
2.66493;2.67742;-0.0443215
-2.59048;-4.04081;0.0834109
-3.07743;-1.68017;-0.111384
2.32801;2.71739;-0.0166624
2.44853;1.80575;0.441828
-3.00199;-1.70714;-0.144496
2.38305;2.01972;-0.0383742
3.11791;-4.29352;-0.0260241
-3.17203;-1.52505;-0.223633
0.559883;-1.58652;0.0733354
5.82216;0.855756;0.213918
-4.40061;9.52167;0.70625
2.29831;1.9155;0.202644
-0.979057;-2.53104;-0.0205075
0.677057;-2.78531;0.00576479
6.13459;-1.04261;-0.285048
0.208341;-2.36808;0.104162
-3.74391;-0.503361;-0.209591
-10.0823;0.516441;-0.454393
-3.08307;-1.6344;-0.227544
1.08607;-3.68301;-0.164724
2.21575;2.14372;0.311079
0.0228885;3.52673;1.37184
-0.271806;4.65269;-0.0891021
1.06156;-1.22343;-0.0583137
11.5332;-10.563;-0.545636
1.08559;-3.70865;-0.138978
-1.58661;0.203073;-0.554306
0.771094;4.29746;-0.232863
-3.08426;-1.6665;-0.178035
0.802799;-2.65093;0.145236
2.28396;3.61234;-0.0753895
-3.07946;-1.59223;-0.161067
-1.14911;4.42301;-1.40235
-0.983089;-2.55666;-0.0439138
-2.5777;-1.76257;-0.0862122
-3.54342;-1.6395;-0.0671937
2.77125;2.03648;0.0112605
-0.891011;1.45367;0.332656
-1.69665;7.04392;-0.0138288
10.3554;-0.0562303;-0.635685
6.54722;-13.5116;2.21904
-5.12822;0.639794;-0.984135
1.33893;-3.11713;0.536987
-0.97062;-2.65855;-0.157457
2.70902;-0.497258;0.00604208
-1.30569;7.09652;-0.615372
2.25669;2.67169;0.360719
-0.198206;3.86857;-0.103575
-2.11999;-2.94826;0.100002
-1.85338;-2.67427;-0.405231
0.205766;-3.22658;-0.312861
-1.54366;3.21276;0.347345
0.789335;-2.65313;0.167708
-0.193559;3.33222;-0.402397
-1.6003;2.56315;0.034729
-2.22869;2.37723;0.0974688
-2.03232;-3.04506;-0.332354
3.52963;0.53155;-0.0574742
