x;y;z
1.34517;4.68403;-0.455316
8.57159;9.51328;5.33853
7.74269;9.21251;0.442717
-4.84263;-9.04069;-1.04722
-3.88111;7.11807;-1.94868
7.75163;9.0864;0.398347
1.24518;-7.5065;0.184796
-20.1951;-14.002;1.21082
5.70853;15.2691;2.79847
-9.4658;0.469146;-0.695511
1.50325;-7.41417;0.140693
-14.5623;2.57992;1.44051
-9.04373;-7.30987;-0.787876
7.40859;8.82822;0.411073
-6.70488;-15.9717;0.37529
-7.88563;-4.96619;-5.88303
7.68786;8.68125;0.354075
7.51964;9.2903;0.300757
-9.36742;-5.63106;2.54616
7.72266;9.05434;0.310035
11.1532;-14.3818;-0.0803695
-12.5485;-6.51135;-1.81688
1.26473;-7.74914;0.544911
19.6688;3.07289;0.692744
-18.6934;40.0884;2.70839
7.66162;9.20957;1.03957
-2.48433;-9.58598;-0.913298
5.40548;-8.42429;-0.504111
21.819;-2.64028;-0.938883
1.01504;-7.65491;0.288571
-13.0408;-4.467;-0.975795
-37.2664;1.51287;-1.69835
-9.73211;-5.91786;2.33547
4.76546;-11.2332;-0.46391
7.76476;9.30805;0.0917866
0.23275;11.0201;6.27214
-2.6747;16.26;-0.524027
2.10162;-4.50451;0.00635591
46.0852;-41.6953;-2.2658
4.75073;-11.1916;-0.463948
-7.0621;0.0147314;-1.78601
1.39353;14.3656;-0.480389
-10.006;-6.91541;2.41571
1.57981;-7.38353;0.327666
6.28803;11.1014;0.0142999
-11.2109;-7.5594;-1.09529
-5.75784;15.611;-7.32024
-2.8857;-8.92385;-0.357848
-11.0029;-6.38323;-0.361968
-9.11729;-8.15815;-0.964037
7.91331;9.00805;0.486722
-3.60656;4.85478;1.23802
-7.1947;24.0035;-0.205819
38.0707;1.40112;-2.36035
25.0102;-48.133;8.12439
-18.4513;3.61392;-4.21288
4.7705;-9.40119;1.23234
-2.93044;-8.51828;-0.0951505
9.20486;0.52473;0.0561432
-3.55705;26.7553;-1.55052
7.50896;10.5726;0.170882
-2.06019;13.4034;0.360387
-5.84968;-8.63398;-0.289004
-4.9366;-8.71869;-0.779391
3.38621;-9.43845;-0.480083
-7.16731;10.0643;1.04279
1.47488;-7.40983;-0.0248737
-2.42572;12.0681;-1.33902
-6.49297;7.55172;0.283983
-8.25564;6.01183;0.321897
-3.80571;-9.41044;-1.0264
11.1638;4.80116;-0.115171
