x;y;z
0.647023;1.98286;-0.221674
4.14481;4.36106;2.61578
3.69865;4.43192;0.015042
-2.50255;-3.98434;-0.417169
-1.61339;3.19699;-0.984601
4.17068;4.54965;-0.0487531
0.940267;-3.36534;0.180295
-9.20258;-6.17993;0.46997
2.52842;7.14103;1.45682
-4.27111;0.517007;-0.336377
0.137137;-3.26606;-0.0230745
-6.57262;1.42373;0.712118
-4.87073;-2.89871;-0.282857
3.8505;4.47706;-0.072514
-3.56035;-6.85473;0.156479
-4.18064;-2.36976;-1.48878
3.61316;4.25017;-0.0432792
3.67091;3.13635;0.223868
-4.6624;-2.7031;0.614729
3.7513;3.54475;0.239626
5.00418;-6.65068;-0.0388122
-5.52283;-2.6321;-0.733994
0.713055;-2.74968;0.00629034
9.05096;1.37087;0.326493
-7.71366;16.6059;1.17057
3.6822;3.23203;0.427085
-1.20528;-4.21616;-0.0853701
1.82145;-4.0172;-0.0125231
9.78411;-1.41979;-0.438524
0.779122;-3.38387;0.105368
-5.96707;-1.36961;-0.392933
-16.3856;0.747918;-0.742795
-4.4946;-2.62288;0.447176
1.97925;-5.50523;-0.242071
3.36013;3.59721;0.277743
0.0632519;5.27656;2.54133
-0.845243;7.39414;-0.192218
1.35142;-1.90239;-0.0500325
19.5361;-17.7736;-0.94417
1.99207;-5.5388;-0.244501
-2.84846;0.174619;-0.858387
0.92497;6.66673;-0.301578
-4.68535;-2.71744;0.60287
0.860579;-3.91489;0.229693
3.15942;5.49683;-0.0975817
-5.0452;-3.29034;-0.487373
-2.229;7.03288;-2.79555
-1.4123;-4.04955;-0.193724
-4.38613;-2.70326;-0.167493
-4.81136;-2.96161;-0.314312
3.66543;3.83707;0.140545
-1.52147;2.23696;0.56323
-2.98611;10.9838;-0.0510901
16.7808;0.281183;-1.03568
10.8237;-21.5313;3.58711
-8.23915;1.33817;-1.74236
2.21422;-4.60855;0.779506
-1.45607;-4.00726;-0.170044
4.23666;-0.276468;0.0167924
-1.82118;11.6718;-0.84054
3.37999;4.71933;0.487269
-0.641397;6.10712;0.0276764
-3.07621;-4.32669;0.112618
-2.75257;-4.02794;-0.713744
0.936713;-4.76214;-0.418978
-2.87371;4.84415;0.528332
0.836614;-3.93035;0.200179
-0.721723;5.34968;-0.653856
-2.73894;3.7326;0.0914713
-3.67823;3.21777;0.154266
-2.4404;-4.7165;-0.552366
5.3409;1.49933;-0.0766611
