x;y;z
0.519269;1.49133;-0.174788
3.31655;3.40789;2.07592
2.85917;3.68386;-0.0273039
-2.14617;-3.05634;-0.35455
-1.19646;2.4738;-0.786754
3.39583;3.57473;-0.179559
0.812481;-2.54772;0.144325
-7.1738;-4.73695;0.332635
1.94059;5.62053;1.19643
-3.3005;0.509377;-0.270764
0.00860443;-2.45392;-0.066307
-5.08796;1.20126;0.571054
-3.97641;-1.8588;-0.172369
3.16025;3.37528;-0.0629151
-2.97323;-5.15042;0.113035
-3.50383;-1.90915;-0.625876
2.79921;3.30282;-0.044606
2.9653;2.25368;0.370417
-3.72048;-2.05482;0.146838
2.91676;2.59522;0.0325104
3.85988;-5.21907;-0.0310844
-4.13488;-1.94237;-0.472918
0.620773;-2.02051;0.0463622
7.0891;1.05759;0.258229
-5.69766;12.2949;0.888076
2.80787;2.42138;0.31959
-1.14638;-3.22977;-0.104292
1.07114;-3.21081;0.099721
7.56538;-1.19134;-0.345421
0.409873;-2.76765;0.105879
-4.62414;-0.83365;-0.282262
-12.5502;0.607151;-0.567305
-3.57149;-2.13465;0.101822
1.45227;-4.44674;-0.188052
2.62159;2.72686;0.317129
0.0375367;4.21379;1.83481
-0.498665;5.73395;-0.129521
1.18358;-1.47899;-0.0565718
14.6652;-13.3849;-0.701623
1.43704;-4.39851;-0.193083
-2.07961;0.194058;-0.676016
0.833246;5.23033;-0.261616
-3.72064;-1.9858;0.101685
0.884094;-3.1622;0.141172
2.62397;4.36964;-0.0877734
-3.80719;-2.35809;-0.299328
-1.57382;5.44748;-1.95124
-1.11293;-3.16549;-0.133325
-3.24041;-2.13436;-0.126513
-4.12263;-2.17132;-0.139407
3.169;2.75476;0.0518565
-1.13817;1.75959;0.426094
-2.20416;8.58756;-0.0264377
12.871;0.0757808;-0.79231
8.22084;-16.6503;2.75448
-6.34977;0.914683;-1.28255
1.69404;-3.70669;0.642623
-1.11154;-3.13232;-0.0692643
3.31041;-0.413097;0.0101253
-1.50612;8.89052;-0.705737
2.6835;3.48807;0.440529
-0.373416;4.74934;-0.0494346
-2.50436;-3.49817;0.120184
-2.21656;-3.22166;-0.566485
0.487621;-3.84211;-0.364215
-2.06786;3.8581;0.421555
0.834919;-3.22792;0.124364
-0.401369;4.12016;-0.505859
-2.04653;3.02245;0.0563941
-2.80456;2.70641;0.120485
-2.19382;-3.72648;-0.425129
4.2444;0.907628;-0.0657637
