x;y;z
0.190682;0.290055;-0.0398806
1.1656;0.977029;0.544903
0.988923;1.25791;-0.0499151
-0.935021;-1.18019;-0.104975
-0.14102;0.655315;-0.172318
0.908025;0.743612;0.0362901
0.208318;-0.700569;0.00397751
-2.04362;-1.09592;-0.0166467
0.44235;1.69916;0.460422
-0.830851;0.38516;-0.0952981
-0.139334;-0.629333;-0.0703712
-1.28887;0.563409;0.169193
-1.41439;-0.00316422;0.034857
0.89178;0.744018;0.066282
-1.29364;-0.665519;-0.0322624
-1.34127;-0.486811;-0.0577236
1.08181;0.722633;0.0116763
0.920955;0.786652;-0.00385252
-0.993269;-0.293933;-0.128143
1.16711;0.582224;0.085904
0.922088;-1.57915;-0.00986633
-1.34744;-0.49883;-0.074225
0.371973;-0.547628;0.0896142
2.1206;0.271965;0.0820934
-0.6548;1.5304;0.177054
1.18532;0.619032;0.0763744
-0.396066;-0.848845;0.0930052
0.13674;-1.30541;0.0153379
1.97705;-0.593213;-0.105949
-0.266799;-1.17916;0.0291974
-1.10146;0.275252;0.00947588
-2.96899;0.252473;-0.129006
-0.994128;-0.107393;-0.0883586
-0.0114796;-1.37403;0.029736
0.802725;0.569432;-0.0285133
0.0868556;1.39463;0.0940939
0.402783;1.37962;0.0065386
0.546139;-0.590526;-0.0180792
2.53363;-2.45515;-0.0970898
-0.00689427;-1.34472;-0.0051334
-0.177592;0.208522;-0.161412
0.522009;1.50612;-0.106674
-1.24627;-0.557596;-0.0948221
0.132941;-1.15809;0.0895144
1.16965;1.09273;-0.0193991
-1.00979;-0.293075;-0.212331
0.0458897;1.49465;0.081607
-0.6847;-0.817218;-0.0644233
-1.06672;-0.585446;-0.0752503
-1.27223;-0.0155768;-0.00146168
1.23096;0.140415;-0.00641108
-0.164306;0.583961;0.00136287
-0.215161;2.54786;-0.0221416
3.10847;-0.433564;-0.183893
1.73908;-4.4917;0.679953
-1.51522;-0.188531;-0.0870748
0.0957312;-1.27274;0.0220859
-0.661546;-0.862647;-0.0583459
0.911236;-0.703867;-0.00431926
-0.723957;1.9042;-0.298516
0.980621;0.274632;0.0452382
0.330693;1.24611;-0.22239
-1.11271;-1.06236;-0.134061
-1.13906;-0.907228;0.0225025
-0.537965;-1.25794;-0.0620486
0.00498526;1.25972;0.0594984
0.155811;-1.14956;0.0549907
0.391752;1.14914;-0.0474143
-0.302908;1.2499;0.00134968
-0.389159;1.39207;0.0147425
-1.37487;-0.803477;0.0256792
1.38674;-0.5109;-0.024555
