x;y;z
0.663748;2.04737;-0.227656
4.25264;4.48554;2.68499
3.81747;4.51678;0.015035
-2.55154;-4.10841;-0.428731
-1.66794;3.29156;-1.00967
4.25926;4.67177;-0.0294849
0.943667;-3.47801;0.179815
-9.46774;-6.36856;0.487896
2.6052;7.33903;1.49035
-4.39759;0.517327;-0.344952
0.157941;-3.37373;-0.0164607
-6.76629;1.45242;0.730278
-4.97942;-2.98753;-0.294883
3.92815;4.61824;-0.0660317
-3.63677;-7.07657;0.162017
-4.26986;-2.4311;-1.5986
3.72938;4.38303;-0.0375495
3.75894;3.26971;0.213164
-4.77559;-2.82458;0.687988
3.85533;3.67388;0.269679
5.15337;-6.83761;-0.0398171
-5.69935;-2.72403;-0.764445
0.724976;-2.85001;0.00158168
9.30729;1.41185;0.335388
-7.97757;17.1703;1.20754
3.79931;3.33897;0.425634
-1.2324;-4.33532;-0.0836299
1.91462;-4.12215;-0.0262781
10.0742;-1.44952;-0.450663
0.838652;-3.46473;0.109384
-6.14116;-1.44113;-0.407275
-16.8876;0.766331;-0.765766
-4.63396;-2.68923;0.498626
2.05346;-5.67914;-0.230221
3.46766;3.71074;0.2698
0.0668223;5.41534;2.63296
-0.890201;7.61015;-0.200383
1.37205;-1.95974;-0.0489791
20.1739;-18.3482;-0.975926
2.05713;-5.64865;-0.26919
-2.94928;0.171691;-0.881799
0.936706;6.85386;-0.30651
-4.80278;-2.77664;0.634487
0.842506;-3.99643;0.194358
3.23027;5.64103;-0.0980415
-5.20449;-3.40288;-0.5071
-2.31446;7.23998;-2.90551
-1.4573;-4.13319;-0.183904
-4.54265;-2.7789;-0.17018
-4.90385;-3.11504;-0.338615
3.72533;3.97327;0.154829
-1.57161;2.29957;0.580651
-3.08806;11.2972;-0.0545352
17.2926;0.308083;-1.06753
11.1645;-22.1704;3.69612
-8.48588;1.39337;-1.8023
2.28023;-4.72568;0.795511
-1.47785;-4.16226;-0.200963
4.35736;-0.258183;0.0176871
-1.86261;12.0354;-0.857935
3.47397;4.87675;0.488102
-0.676185;6.28413;0.0372172
-3.14916;-4.43343;0.109227
-2.81886;-4.1328;-0.726614
0.995941;-4.87994;-0.424294
-2.97855;4.97212;0.541783
0.851888;-4.03065;0.253856
-0.763426;5.51085;-0.672367
-2.82948;3.82526;0.0961133
-3.79124;3.28473;0.158562
-2.47267;-4.84159;-0.567886
5.48342;1.5773;-0.077946
