x;y;z
0.706327;2.21169;-0.24275
4.52657;4.8021;2.85985
4.09926;4.7223;-0.00643326
-2.6785;-4.42547;-0.460641
-1.80674;3.53215;-1.07279
4.47052;4.97724;0.0201345
0.932637;-3.72001;0.127176
-10.1423;-6.84842;0.53348
2.80049;7.84209;1.57522
-4.71898;0.517586;-0.366778
0.215061;-3.64875;0.0012009
-7.25861;1.52509;0.77625
-5.24077;-3.23559;-0.331768
4.11232;4.95181;-0.0356203
-3.83092;-7.64016;0.176002
-4.49708;-2.58779;-1.87622
4.06502;4.74863;-0.00624853
3.98567;3.62253;0.200251
-5.0938;-3.05024;0.784055
4.11047;4.00261;0.343998
5.53259;-7.31299;-0.0423704
-6.14527;-2.9589;-0.840014
0.755392;-3.11057;-0.00955909
9.95927;1.51613;0.357995
-8.64924;18.6067;1.30164
4.09241;3.61778;0.404371
-1.31239;-4.62937;-0.0847124
2.14888;-4.38923;-0.0606476
10.8122;-1.52504;-0.481517
1.00525;-3.72256;0.170536
-6.5828;-1.62421;-0.443656
-18.1652;0.813186;-0.82423
-5.00363;-2.87149;0.642503
2.22282;-6.01914;-0.246242
3.754;4.00226;0.248001
0.0760845;5.76831;2.86547
-1.00428;8.15887;-0.221113
1.4235;-2.10743;-0.0461615
21.7973;-19.8109;-1.05675
2.24018;-6.02739;-0.285056
-3.20605;0.163908;-0.940996
0.966376;7.3294;-0.318822
-5.05554;-2.99926;0.782173
0.857526;-4.18208;0.20567
3.41144;6.00508;-0.098367
-5.60487;-3.68308;-0.554096
-2.53172;7.76674;-3.18493
-1.58017;-4.48516;-0.234925
-4.94623;-2.97512;-0.176291
-5.15249;-3.48217;-0.391973
3.87849;4.31638;0.19275
-1.6992;2.45904;0.624553
-3.34721;12.0949;-0.0634414
18.5952;0.376555;-1.1486
12.032;-23.7972;3.9736
-9.11339;1.53368;-1.95464
2.44655;-5.02302;0.834562
-1.51588;-4.42564;-0.198807
4.66407;-0.211303;0.0199826
-1.9682;12.9604;-0.902047
3.71568;5.27334;0.486127
-0.764478;6.73407;0.0609971
-3.3331;-4.70374;0.098591
-2.98368;-4.40005;-0.754354
1.14681;-5.17758;-0.436281
-3.24484;5.29691;0.575596
0.830171;-4.29678;0.285925
-0.869344;5.92122;-0.718755
-3.05984;4.06081;0.107949
-4.07774;3.45519;0.169393
-2.5548;-5.15608;-0.606305
5.84528;1.77619;-0.0810928
