x;y;z
1.00474;3.36576;-0.344539
6.42841;7.01028;4.04459
5.86838;6.67225;0.288075
-3.64228;-6.64665;-0.741841
-2.77746;5.21233;-1.49446
5.57755;6.91977;0.120366
1.38423;-5.26304;-0.0137667
-14.8518;-10.1994;0.851162
4.16324;11.3346;2.15556
-6.95113;0.503812;-0.519915
0.89301;-5.60762;0.200723
-10.6863;2.02401;1.09098
-6.99844;-5.0987;-0.559011
5.97593;6.86301;0.234139
-5.18041;-11.5549;0.27085
-6.08547;-3.69608;-3.77328
6.01486;6.88145;0.27446
5.99977;6.1951;0.202706
-7.2806;-4.40717;1.58517
5.81171;6.19964;0.406654
8.17124;-10.6275;-0.0601598
-9.18385;-4.61755;-1.32274
1.0019;-5.16574;-0.0329644
14.5093;2.24499;0.515201
-13.3489;28.6576;1.95991
5.77947;6.21855;0.102175
-1.96354;-6.91198;-0.530244
3.71454;-6.26645;-0.281319
15.9675;-2.04928;-0.696221
1.20397;-5.8862;0.367089
-9.63052;-2.93564;-0.694671
-27.1035;1.14073;-1.23325
-7.20719;-4.49596;1.53591
3.42772;-8.46768;-0.367155
5.6802;6.23984;0.445094
0.146131;8.23016;4.47174
-1.79214;11.9674;-0.364266
1.75568;-3.19394;-0.0232298
33.1596;-30.0487;-1.62241
3.43906;-8.50275;-0.364183
-5.00729;0.0998095;-1.34362
1.16885;10.6347;-0.398221
-7.21402;-4.46745;1.57017
0.854265;-5.51086;0.195849
4.71754;8.45659;-0.0685022
-8.27876;-5.53868;-0.827727
-4.04508;11.4426;-5.12719
-2.10545;-6.59283;-0.317179
-7.80786;-4.51576;-0.251596
-6.99147;-5.77086;-0.687043
5.23248;6.59587;0.416774
-2.59156;3.57802;0.919071
-5.15202;17.6705;-0.128797
27.7083;0.855851;-1.71566
18.1034;-35.1822;5.91551
-13.4904;2.51006;-3.01465
3.5622;-7.08243;1.05539
-2.09591;-6.36377;-0.0450917
6.79669;0.126842;0.0365733
-2.71017;19.4214;-1.20704
5.47498;7.88715;0.367284
-1.37505;9.86496;0.21154
-4.56105;-6.55856;-0.038297
-3.99964;-6.32384;-0.81366
2.19999;-7.20122;-0.478811
-5.09092;7.54308;0.800619
0.901482;-5.71511;0.414899
-1.60291;8.79587;-1.022
-4.66845;5.70005;0.190759
-6.05086;4.6497;0.242335
-3.13201;-7.23085;-0.835229
8.3506;3.18206;-0.0993942
