x;y;z
0.526879;1.52053;-0.17765
3.36613;3.46478;2.10871
2.90739;3.73303;-0.0247643
-2.16652;-3.11;-0.356623
-1.22131;2.5169;-0.798908
3.44647;3.63508;-0.173098
0.822686;-2.59451;0.147264
-7.29479;-4.823;0.340835
1.97567;5.71152;1.21219
-3.35854;0.510141;-0.274682
0.0147734;-2.50157;-0.0641674
-5.17667;1.21471;0.579594
-4.0266;-1.91938;-0.181668
3.20422;3.44041;-0.0645691
-3.0084;-5.25249;0.115694
-3.54358;-1.93592;-0.679138
2.84476;3.35749;-0.0460637
3.0106;2.29912;0.361205
-3.78838;-2.0995;0.176802
2.96666;2.64944;0.0422837
3.92829;-5.30453;-0.0315481
-4.22029;-1.9825;-0.491032
0.626352;-2.0621;0.0438497
7.20614;1.07625;0.262312
-5.81771;12.5516;0.904901
2.85724;2.46982;0.329958
-1.14588;-3.27041;-0.113298
1.11976;-3.25944;0.0923673
7.69766;-1.20502;-0.350987
0.429649;-2.80442;0.105705
-4.70486;-0.864925;-0.288919
-12.7786;0.615539;-0.577756
-3.61763;-2.16627;0.12154
1.488;-4.50588;-0.206368
2.66179;2.77949;0.316122
0.0389783;4.27722;1.87726
-0.519484;5.83341;-0.133266
1.1942;-1.50338;-0.0562839
14.9551;-13.6461;-0.716063
1.46677;-4.4721;-0.181484
-2.12532;0.193068;-0.68708
0.838841;5.31627;-0.264133
-3.77471;-2.01979;0.138458
0.884535;-3.20922;0.153098
2.65559;4.43823;-0.0886748
-3.88111;-2.41769;-0.312763
-1.61298;5.54209;-2.00177
-1.1199;-3.24441;-0.129087
-3.30549;-2.16828;-0.130214
-4.17111;-2.21827;-0.147207
3.20227;2.82117;0.0562186
-1.16102;1.78796;0.434499
-2.25092;8.73034;-0.0277847
13.1038;0.088006;-0.806804
8.37579;-16.9409;2.80405
-6.46254;0.94001;-1.31005
1.72596;-3.76082;0.651602
-1.14618;-3.17694;-0.0726553
3.36582;-0.405137;0.0105125
-1.52479;9.05635;-0.713901
2.72385;3.5627;0.4457
-0.389504;4.83052;-0.0446132
-2.53921;-3.54829;0.120834
-2.24989;-3.27041;-0.57829
0.514074;-3.89804;-0.368275
-2.11613;3.91732;0.428159
0.831741;-3.27009;0.123624
-0.420536;4.19326;-0.515056
-2.0878;3.06486;0.0584509
-2.85721;2.73686;0.122555
-2.20854;-3.78746;-0.433186
4.31013;0.942642;-0.066474
