x;y;z
0.83261;2.6997;-0.286563
5.33483;5.73858;3.36889
4.87048;5.83675;0.0731869
-3.07208;-5.36972;-0.570962
-2.21795;4.24442;-1.25501
4.95746;5.8066;0.146905
1.15811;-4.33172;0.0269646
-12.1388;-8.26892;0.668263
3.37834;9.32643;1.82347
-5.66754;0.51454;-0.431519
0.422655;-4.47187;0.0608523
-8.71353;1.73811;0.910791
-5.98142;-4.01505;-0.43706
4.78117;5.68956;0.0830147
-4.40405;-9.30338;0.216696
-5.17045;-3.05541;-2.68724
5.05573;5.5451;0.00968193
4.70978;4.75353;0.261092
-5.98824;-3.60811;1.12783
4.79249;4.95852;0.501327
6.65287;-8.71898;-0.0499146
-7.44602;-3.65938;-1.05233
0.848698;-3.92782;-0.0336456
11.8886;1.82497;0.424757
-10.6398;22.8636;1.58047
4.87408;4.55033;0.243114
-1.66333;-5.4199;-0.166734
2.82489;-5.18201;-0.15787
12.9973;-1.74783;-0.572669
1.17621;-4.65329;0.295857
-7.88143;-2.17415;-0.550616
-21.9513;0.951967;-0.99748
-5.93732;-3.65798;1.12171
2.75591;-7.09591;-0.31675
4.69815;4.87811;0.203111
0.104783;6.81243;3.54955
-1.33987;9.77754;-0.282127
1.56902;-2.55761;-0.0369682
26.6091;-24.1465;-1.29632
2.73673;-7.05573;-0.303507
-3.9681;0.138516;-1.11366
1.05301;8.73336;-0.353656
-6.00714;-3.53374;1.04723
0.830042;-4.81388;0.206055
3.95613;7.06186;-0.092293
-6.7573;-4.48363;-0.677505
-3.17392;9.3254;-4.00987
-1.7417;-5.43746;-0.277745
-6.16457;-3.59973;-0.201593
-5.92097;-4.48936;-0.527014
4.37831;5.29801;0.301326
-2.07719;2.93239;0.751591
-4.11312;14.4574;-0.0906466
22.4552;0.579527;-1.3888
14.6032;-28.6187;4.79602
-10.9697;1.94817;-2.40466
2.92772;-5.89899;0.937975
-1.73266;-5.36918;-0.227288
5.56977;-0.0699484;0.0269137
-2.28194;15.699;-1.03181
4.44971;6.41461;0.452679
-1.0244;8.06329;0.127757
-3.86493;-5.49557;0.0525628
-3.44148;-5.20016;-0.802758
1.5938;-6.04491;-0.461473
-4.02992;6.25303;0.672951
0.85913;-4.90527;0.383708
-1.18151;7.13824;-0.851101
-3.74178;4.75679;0.143078
-4.91912;3.96072;0.200793
-2.79837;-6.05926;-0.711477
6.91135;2.36894;-0.0895299
