x;y;z
0.534488;1.54973;-0.180501
3.41568;3.52166;2.1414
2.95574;3.78169;-0.0221481
-2.18696;-3.16396;-0.358955
-1.24615;2.56;-0.811006
3.49659;3.69512;-0.166416
0.832662;-2.64151;0.150135
-7.41575;-4.90902;0.349032
2.01073;5.80244;1.2279
-3.41654;0.51086;-0.278598
0.0211239;-2.54934;-0.0619639
-5.26533;1.22813;0.588113
-4.07659;-1.98056;-0.190895
3.2479;3.50563;-0.0661818
-3.04354;-5.35447;0.118341
-3.58346;-1.96282;-0.732037
2.89065;3.4123;-0.0473423
3.0554;2.34538;0.351727
-3.85486;-2.14064;0.204167
3.01667;2.70389;0.0525159
3.99665;-5.38995;-0.0320113
-4.30525;-2.02277;-0.508613
0.63192;-2.10392;0.0413448
7.32315;1.09492;0.266392
-5.93775;12.8083;0.921724
2.90704;2.51832;0.340094
-1.12314;-3.32009;-0.123608
1.1673;-3.30788;0.0851918
7.8299;-1.21869;-0.356549
0.449631;-2.84117;0.105495
-4.78548;-0.896296;-0.295565
-13.007;0.623926;-0.588205
-3.66516;-2.19703;0.141179
1.51674;-4.55441;-0.216042
2.70245;2.83195;0.314909
0.0404327;4.34063;1.91966
-0.540277;5.93277;-0.137011
1.20473;-1.52789;-0.0559796
15.2451;-13.9074;-0.730503
1.50335;-4.55604;-0.178461
-2.17103;0.192054;-0.698114
0.844415;5.40214;-0.26663
-3.82898;-2.05826;0.17661
0.88245;-3.25959;0.163198
2.68724;4.50661;-0.0895353
-3.95504;-2.47674;-0.32588
-1.65211;5.63666;-2.05226
-1.15034;-3.30821;-0.119539
-3.37108;-2.20216;-0.133789
-4.2189;-2.26483;-0.155139
3.23493;2.88746;0.0606741
-1.18386;1.81634;0.442869
-2.29764;8.87309;-0.0291526
13.3366;0.100231;-0.821297
8.53073;-17.2314;2.85362
-6.57527;0.965318;-1.33752
1.75774;-3.81488;0.660462
-1.1797;-3.22754;-0.080096
3.42119;-0.397153;0.0109011
-1.54346;9.22215;-0.722041
2.76434;3.63717;0.450531
-0.405571;4.91165;-0.0398232
-2.57395;-3.59828;0.121318
-2.28306;-3.31899;-0.58963
0.540575;-3.95381;-0.372224
-2.16435;3.97646;0.434726
0.831802;-3.30871;0.124449
-0.439691;4.26636;-0.524197
-2.12906;3.10726;0.0605134
-2.90976;2.76731;0.124616
-2.22324;-3.84814;-0.441173
4.3758;0.977684;-0.0671755
