x;y;z
0.601408;1.80707;-0.205192
3.85007;4.02122;2.42544
3.38845;4.1855;0.00278832
-2.37161;-3.64807;-0.388975
-1.46459;2.93893;-0.915342
3.91336;4.21051;-0.0997301
0.908363;-3.06487;0.171804
-8.47888;-5.66514;0.421018
2.31881;6.59982;1.36478
-3.92548;0.515425;-0.31298
0.0850789;-2.97366;-0.0401112
-6.04365;1.34503;0.662265
-4.5173;-2.54488;-0.265067
3.61871;4.08287;-0.076385
-3.35147;-6.24832;0.141221
-3.93762;-2.20333;-1.18645
3.30968;3.90246;-0.050712
3.42937;2.79173;0.267311
-4.35065;-2.49976;0.476844
3.45807;3.1961;0.158389
4.59659;-6.14029;-0.036065
-5.03656;-2.38272;-0.648011
0.680424;-2.48182;0.0199049
8.35127;1.25906;0.302186
-6.99383;15.0666;1.06971
3.36207;2.94344;0.410326
-1.14526;-3.87906;-0.095965
1.56329;-3.73064;0.0258259
8.99247;-1.33851;-0.405362
0.635873;-3.16397;0.103349
-5.49041;-1.17594;-0.353661
-15.0162;0.697679;-0.680136
-4.13344;-2.45014;0.316988
1.78546;-5.12367;-0.209867
3.08032;3.28834;0.296626
0.0537322;4.89764;2.29048
-0.722176;6.80355;-0.169892
1.29377;-1.74807;-0.052716
17.7966;-16.2063;-0.857557
1.80343;-5.14201;-0.240674
-2.57364;0.182194;-0.794035
0.892688;6.15535;-0.287813
-4.34802;-2.42236;0.429769
0.881812;-3.61692;0.185913
2.9671;5.09988;-0.0953671
-4.60575;-2.97359;-0.428701
-1.99558;6.46753;-2.49502
-1.37047;-3.73498;-0.165839
-3.96606;-2.49942;-0.157901
-4.61198;-2.65642;-0.231339
3.49954;3.4601;0.104605
-1.38468;2.0663;0.51515
-2.70761;10.1285;-0.0418924
15.3848;0.207822;-0.948791
9.89415;-19.7882;3.28977
-7.56551;1.18736;-1.57861
2.03198;-4.2881;0.733772
-1.30401;-3.68129;-0.135343
3.90687;-0.325915;0.0143753
-1.70835;10.6795;-0.792859
3.12677;4.28535;0.479541
-0.546198;5.62352;0.00103935
-2.87512;-4.03374;0.119344
-2.56721;-3.74181;-0.672092
0.77547;-4.438;-0.402491
-2.58703;4.49393;0.4911
0.822492;-3.72109;0.190252
-0.607705;4.91026;-0.602447
-2.49186;3.47952;0.0788491
-3.36857;3.03516;0.142417
-2.3524;-4.37051;-0.508768
4.95105;1.28722;-0.073003
