x;y;z
1.35893;4.73731;-0.459714
8.65778;9.61417;5.38993
7.80745;9.29713;0.476921
-4.89226;-9.13203;-1.05592
-3.92565;7.19489;-1.96664
7.83389;9.19575;0.356995
1.24179;-7.61436;0.201863
-20.4105;-14.1553;1.22532
5.77082;15.4273;2.82417
-9.5669;0.467485;-0.70263
1.52533;-7.49207;0.101786
-14.7184;2.6022;1.4545
-9.12679;-7.40084;-0.797108
7.477;8.92454;0.414712
-6.76626;-16.1494;0.37946
-7.95816;-5.01753;-5.96756
7.78282;8.73796;0.344059
7.61399;9.40918;0.285433
-9.42315;-5.63332;2.58784
7.7814;9.19908;0.358327
11.2732;-14.533;-0.0811855
-12.683;-6.58776;-1.836
1.27066;-7.83478;0.570574
19.8768;3.10629;0.699891
-18.9091;40.5497;2.7386
7.72493;9.29835;1.07051
-2.50775;-9.69069;-0.926659
5.47241;-8.5118;-0.512659
22.055;-2.66406;-0.948653
1.02611;-7.70724;0.281587
-13.1776;-4.52941;-0.987082
-37.6765;1.52788;-1.71711
-9.83895;-5.95449;2.36902
4.81253;-11.3109;-0.481939
7.82435;9.4225;0.093949
0.236347;11.1325;6.34442
-2.71012;16.4327;-0.530425
2.11515;-4.55857;0.00760337
46.6069;-42.1653;-2.29177
4.80929;-11.3317;-0.453369
-7.14511;0.0111282;-1.80363
1.40253;14.5158;-0.483595
-10.1415;-7.08241;2.44311
1.58123;-7.46315;0.321168
6.35322;11.2058;0.0182981
-11.3281;-7.63971;-1.10551
-5.82684;15.779;-7.40852
-2.91762;-9.01486;-0.357657
-11.1312;-6.45947;-0.366755
-9.20303;-8.25177;-0.97446
8.01887;9.12445;0.488102
-3.64753;4.90637;1.25066
-7.277;24.259;-0.208956
38.4888;1.42312;-2.38636
25.2889;-48.6556;8.21353
-18.6512;3.65837;-4.26113
4.81838;-9.49449;1.23831
-2.96418;-8.61098;-0.102163
9.30179;0.540981;0.0569439
-3.59126;27.051;-1.56434
7.59085;10.6756;0.163376
-2.08771;13.5459;0.366048
-5.89936;-8.71763;-0.300633
-4.97131;-8.82108;-0.779696
3.43383;-9.528;-0.479518
-7.25076;10.1656;1.05238
1.51183;-7.49024;-0.00284397
-2.45874;12.2002;-1.3514
-6.56651;7.62624;0.287722
-8.34407;6.06687;0.325062
-3.83316;-9.49601;-1.03284
11.2767;4.86681;-0.11573
