x;y;z
0.72762;2.29392;-0.250232
4.66328;4.96025;2.94663
4.19714;4.88912;-0.0110657
-2.74314;-4.58448;-0.477768
-1.87612;3.65239;-1.104
4.56841;5.12671;0.044931
0.965292;-3.81236;0.0973603
-10.4793;-7.08821;0.556248
2.89806;8.09314;1.61742
-4.87939;0.517444;-0.377692
0.24592;-3.78674;0.0104733
-7.50446;1.56126;0.799113
-5.36771;-3.36492;-0.3508
4.20282;5.10163;-0.015728
-3.92782;-7.92143;0.182939
-4.6107;-2.66638;-2.01413
4.27998;4.88011;0.00373785
4.1017;3.80481;0.201481
-5.19725;-3.13073;0.849029
4.23285;4.16621;0.378773
5.72193;-7.55045;-0.0436451
-6.36666;-3.07668;-0.876921
0.770706;-3.24365;-0.0146136
10.285;1.56825;0.369281
-8.98504;19.3248;1.34868
4.23468;3.76226;0.385303
-1.35816;-4.77168;-0.0884864
2.26467;-4.5228;-0.0775123
11.1811;-1.56272;-0.496922
1.04728;-3.88418;0.204494
-6.80288;-1.71627;-0.461785
-18.804;0.836605;-0.853458
-5.19452;-2.97382;0.723732
2.32799;-6.22465;-0.275832
3.90387;4.15005;0.2369
0.0808023;5.94464;2.98136
-1.06113;8.43267;-0.23145
1.44872;-2.18213;-0.0446892
22.6089;-20.5423;-1.09717
2.31017;-6.17948;-0.271017
-3.3345;0.159853;-0.970398
0.981114;7.56676;-0.32486
-5.23091;-3.1325;0.825122
0.862248;-4.28913;0.225362
3.5025;6.18559;-0.0980764
-5.80249;-3.82063;-0.576255
-2.64022;8.02992;-3.3244
-1.59242;-4.64994;-0.250792
-5.15034;-3.07571;-0.179432
-5.2798;-3.65866;-0.416531
3.95667;4.48575;0.212009
-1.76297;2.53882;0.646285
-3.47663;12.4936;-0.0679564
19.2464;0.410792;-1.18912
12.4657;-24.6105;4.11233
-9.42688;1.60373;-2.0307
2.52886;-5.17131;0.853235
-1.57929;-4.57258;-0.204486
4.81718;-0.187696;0.0211394
-2.02105;13.4227;-0.924027
3.83778;5.46946;0.483151
-0.808498;6.95872;0.0726306
-3.42416;-4.83821;0.0922713
-3.06404;-4.53402;-0.765791
1.22227;-5.32532;-0.441525
-3.37768;5.45883;0.592296
0.822724;-4.40936;0.286052
-0.922181;6.12645;-0.741586
-3.17495;4.17843;0.113873
-4.22043;3.54043;0.174759
-2.59587;-5.31135;-0.624945
6.02576;1.87585;-0.0826041
